redemption_id,resident_id,redeemed_date,merchant,merchant_category,voucher_value_sgd,healthpoints_spent
EV001988,RESIDENT_01150,2026-04-16,Kopitiam,Food & Beverage,10,1000
EV002354,RESIDENT_01359,2026-06-17,Decathlon,Sports,10,1000
EV001887,RESIDENT_01091,2026-04-08,Guardian,Health & Beauty,5,500
EV002559,RESIDENT_01495,2026-06-24,Cold Storage,Groceries,10,1000
EV001500,RESIDENT_00870,2026-05-02,Cold Storage,Groceries,10,1000
EV002328,RESIDENT_01338,2026-06-27,Watsons,Health & Beauty,15,1500
EV001366,RESIDENT_00801,2026-06-29,Sheng Siong,Groceries,15,1500
EV001972,RESIDENT_01144,2026-04-02,Kopitiam,Food & Beverage,10,1000
EV000341,RESIDENT_00200,2026-05-25,NTUC FairPrice,Groceries,2,200
EV001746,RESIDENT_01003,2026-06-29,Sheng Siong,Groceries,10,1000
EV001532,RESIDENT_00885,2026-06-19,Cold Storage,Groceries,15,1500
EV000156,RESIDENT_00090,2026-04-19,Sheng Siong,Groceries,5,500
EV002115,RESIDENT_01221,2026-06-18,Watsons,Health & Beauty,5,500
EV000557,RESIDENT_00327,2026-05-18,NTUC FairPrice,Groceries,10,1000
EV000091,RESIDENT_00049,2026-05-04,Sheng Siong,Groceries,10,1000
EV002457,RESIDENT_01424,2026-06-30,Watsons,Health & Beauty,5,500
EV001974,RESIDENT_01144,2026-04-06,Guardian,Health & Beauty,5,500
EV000547,RESIDENT_00320,2026-05-04,Cold Storage,Groceries,10,1000
EV001775,RESIDENT_01019,2026-05-25,Decathlon,Sports,2,200
EV001209,RESIDENT_00711,2026-04-26,Sheng Siong,Groceries,5,500
EV000541,RESIDENT_00315,2026-05-09,Cold Storage,Groceries,5,500
EV000981,RESIDENT_00579,2026-05-08,Guardian,Health & Beauty,10,1000
EV000767,RESIDENT_00449,2026-04-20,Cold Storage,Groceries,5,500
EV001507,RESIDENT_00875,2026-04-22,Kopitiam,Food & Beverage,5,500
EV001216,RESIDENT_00713,2026-04-18,Cold Storage,Groceries,10,1000
EV000419,RESIDENT_00245,2026-04-05,Guardian,Health & Beauty,5,500
EV000463,RESIDENT_00273,2026-05-27,Guardian,Health & Beauty,5,500
EV000805,RESIDENT_00468,2026-04-11,Cold Storage,Groceries,5,500
EV000732,RESIDENT_00433,2026-04-10,Guardian,Health & Beauty,10,1000
EV000694,RESIDENT_00409,2026-04-19,Kopitiam,Food & Beverage,5,500
EV001428,RESIDENT_00831,2026-06-07,Decathlon,Sports,10,1000
EV002029,RESIDENT_01172,2026-05-31,Guardian,Health & Beauty,10,1000
EV000217,RESIDENT_00127,2026-06-24,Kopitiam,Food & Beverage,2,200
EV000909,RESIDENT_00539,2026-06-24,Guardian,Health & Beauty,5,500
EV001555,RESIDENT_00900,2026-06-22,Cold Storage,Groceries,10,1000
EV002149,RESIDENT_01248,2026-05-26,Guardian,Health & Beauty,5,500
EV000298,RESIDENT_00172,2026-04-11,Watsons,Health & Beauty,5,500
EV001153,RESIDENT_00682,2026-05-05,Decathlon,Sports,15,1500
EV001627,RESIDENT_00937,2026-05-03,Cold Storage,Groceries,15,1500
EV000586,RESIDENT_00345,2026-05-04,Guardian,Health & Beauty,5,500
EV002360,RESIDENT_01363,2026-04-18,Sheng Siong,Groceries,2,200
EV001050,RESIDENT_00622,2026-05-27,Kopitiam,Food & Beverage,10,1000
EV001000,RESIDENT_00588,2026-04-19,Watsons,Health & Beauty,15,1500
EV000050,RESIDENT_00024,2026-06-22,Sheng Siong,Groceries,2,200
EV002120,RESIDENT_01226,2026-05-27,Watsons,Health & Beauty,10,1000
EV000636,RESIDENT_00375,2026-05-29,Guardian,Health & Beauty,10,1000
EV001114,RESIDENT_00660,2026-05-16,Watsons,Health & Beauty,15,1500
EV000445,RESIDENT_00264,2026-05-04,Watsons,Health & Beauty,10,1000
EV001294,RESIDENT_00761,2026-06-03,Watsons,Health & Beauty,10,1000
EV001161,RESIDENT_00686,2026-05-20,Sheng Siong,Groceries,10,1000
EV001629,RESIDENT_00937,2026-06-14,Cold Storage,Groceries,5,500
EV000752,RESIDENT_00441,2026-06-11,Sheng Siong,Groceries,10,1000
EV000495,RESIDENT_00290,2026-04-10,Watsons,Health & Beauty,10,1000
EV000196,RESIDENT_00110,2026-05-12,Watsons,Health & Beauty,15,1500
EV002030,RESIDENT_01172,2026-06-07,Decathlon,Sports,10,1000
EV001360,RESIDENT_00795,2026-05-19,Kopitiam,Food & Beverage,5,500
EV001747,RESIDENT_01003,2026-04-02,NTUC FairPrice,Groceries,2,200
EV000898,RESIDENT_00532,2026-05-20,NTUC FairPrice,Groceries,5,500
EV002556,RESIDENT_01494,2026-05-18,Kopitiam,Food & Beverage,5,500
EV002481,RESIDENT_01442,2026-06-06,Kopitiam,Food & Beverage,10,1000
EV002077,RESIDENT_01202,2026-05-11,Decathlon,Sports,15,1500
EV000696,RESIDENT_00411,2026-06-16,Watsons,Health & Beauty,10,1000
EV000592,RESIDENT_00349,2026-04-25,NTUC FairPrice,Groceries,5,500
EV000908,RESIDENT_00538,2026-04-28,Guardian,Health & Beauty,5,500
EV001975,RESIDENT_01146,2026-06-18,Decathlon,Sports,10,1000
EV001806,RESIDENT_01039,2026-06-20,Decathlon,Sports,15,1500
EV000031,RESIDENT_00017,2026-04-10,Guardian,Health & Beauty,5,500
EV000595,RESIDENT_00354,2026-05-27,Watsons,Health & Beauty,10,1000
EV000120,RESIDENT_00071,2026-05-24,Guardian,Health & Beauty,10,1000
EV002053,RESIDENT_01188,2026-05-08,NTUC FairPrice,Groceries,5,500
EV001801,RESIDENT_01035,2026-06-29,Decathlon,Sports,5,500
EV000198,RESIDENT_00111,2026-06-16,Sheng Siong,Groceries,10,1000
EV002081,RESIDENT_01203,2026-04-18,Watsons,Health & Beauty,2,200
EV002114,RESIDENT_01221,2026-04-09,Guardian,Health & Beauty,15,1500
EV001069,RESIDENT_00632,2026-04-15,NTUC FairPrice,Groceries,10,1000
EV002142,RESIDENT_01244,2026-05-17,Cold Storage,Groceries,5,500
EV001425,RESIDENT_00830,2026-04-16,Cold Storage,Groceries,10,1000
EV000223,RESIDENT_00131,2026-05-28,NTUC FairPrice,Groceries,15,1500
EV000570,RESIDENT_00334,2026-04-06,Cold Storage,Groceries,10,1000
EV000373,RESIDENT_00224,2026-06-09,Guardian,Health & Beauty,15,1500
EV001409,RESIDENT_00819,2026-04-01,Sheng Siong,Groceries,5,500
EV002196,RESIDENT_01267,2026-05-03,Watsons,Health & Beauty,5,500
EV002393,RESIDENT_01383,2026-04-05,NTUC FairPrice,Groceries,2,200
EV000629,RESIDENT_00371,2026-06-29,Kopitiam,Food & Beverage,10,1000
EV001471,RESIDENT_00853,2026-04-12,Decathlon,Sports,2,200
EV001780,RESIDENT_01022,2026-04-06,NTUC FairPrice,Groceries,10,1000
EV002195,RESIDENT_01266,2026-04-18,NTUC FairPrice,Groceries,2,200
EV001593,RESIDENT_00923,2026-05-23,NTUC FairPrice,Groceries,10,1000
EV000182,RESIDENT_00103,2026-06-06,NTUC FairPrice,Groceries,5,500
EV000365,RESIDENT_00210,2026-05-04,Sheng Siong,Groceries,5,500
EV000255,RESIDENT_00149,2026-04-05,Sheng Siong,Groceries,5,500
EV000503,RESIDENT_00294,2026-05-12,Sheng Siong,Groceries,10,1000
EV000564,RESIDENT_00330,2026-04-14,NTUC FairPrice,Groceries,5,500
EV001788,RESIDENT_01029,2026-05-03,Watsons,Health & Beauty,5,500
EV000687,RESIDENT_00407,2026-05-14,NTUC FairPrice,Groceries,15,1500
EV000268,RESIDENT_00152,2026-04-29,Guardian,Health & Beauty,10,1000
EV001710,RESIDENT_00975,2026-05-06,Sheng Siong,Groceries,15,1500
EV000933,RESIDENT_00551,2026-06-10,Decathlon,Sports,5,500
EV001947,RESIDENT_01130,2026-04-22,Cold Storage,Groceries,15,1500
EV000033,RESIDENT_00019,2026-05-31,Decathlon,Sports,15,1500
EV001562,RESIDENT_00903,2026-04-21,Sheng Siong,Groceries,10,1000
EV001728,RESIDENT_00987,2026-04-04,Decathlon,Sports,5,500
EV001479,RESIDENT_00861,2026-05-15,Kopitiam,Food & Beverage,15,1500
EV001321,RESIDENT_00778,2026-05-05,Watsons,Health & Beauty,15,1500
EV001297,RESIDENT_00763,2026-04-26,Watsons,Health & Beauty,5,500
EV001214,RESIDENT_00712,2026-05-16,Cold Storage,Groceries,10,1000
EV002306,RESIDENT_01326,2026-04-07,NTUC FairPrice,Groceries,5,500
EV001351,RESIDENT_00793,2026-06-08,NTUC FairPrice,Groceries,5,500
EV001613,RESIDENT_00931,2026-04-19,NTUC FairPrice,Groceries,10,1000
EV001448,RESIDENT_00838,2026-06-03,Sheng Siong,Groceries,15,1500
EV000160,RESIDENT_00091,2026-05-03,Kopitiam,Food & Beverage,5,500
EV000911,RESIDENT_00539,2026-06-19,NTUC FairPrice,Groceries,10,1000
EV000247,RESIDENT_00146,2026-06-13,Watsons,Health & Beauty,5,500
EV001071,RESIDENT_00633,2026-05-18,Kopitiam,Food & Beverage,5,500
EV000173,RESIDENT_00100,2026-04-03,Kopitiam,Food & Beverage,5,500
EV000462,RESIDENT_00273,2026-06-28,Cold Storage,Groceries,15,1500
EV002258,RESIDENT_01300,2026-05-26,Watsons,Health & Beauty,5,500
EV002177,RESIDENT_01259,2026-06-11,Sheng Siong,Groceries,2,200
EV000880,RESIDENT_00524,2026-06-17,Cold Storage,Groceries,5,500
EV002128,RESIDENT_01233,2026-06-07,Decathlon,Sports,2,200
EV000659,RESIDENT_00389,2026-06-28,Cold Storage,Groceries,10,1000
EV001520,RESIDENT_00880,2026-04-05,NTUC FairPrice,Groceries,2,200
EV001990,RESIDENT_01151,2026-04-25,Watsons,Health & Beauty,5,500
EV000961,RESIDENT_00572,2026-04-16,Cold Storage,Groceries,5,500
EV000758,RESIDENT_00444,2026-06-08,Sheng Siong,Groceries,5,500
EV002023,RESIDENT_01166,2026-05-02,Cold Storage,Groceries,2,200
EV001028,RESIDENT_00606,2026-05-13,NTUC FairPrice,Groceries,2,200
EV002039,RESIDENT_01176,2026-05-19,Watsons,Health & Beauty,2,200
EV002561,RESIDENT_01497,2026-05-02,Sheng Siong,Groceries,5,500
EV000882,RESIDENT_00524,2026-06-01,Decathlon,Sports,5,500
EV001052,RESIDENT_00622,2026-04-26,NTUC FairPrice,Groceries,10,1000
EV001255,RESIDENT_00741,2026-06-19,Cold Storage,Groceries,2,200
EV002169,RESIDENT_01256,2026-06-17,Watsons,Health & Beauty,10,1000
EV000733,RESIDENT_00433,2026-04-05,Kopitiam,Food & Beverage,5,500
EV000299,RESIDENT_00174,2026-06-28,Cold Storage,Groceries,10,1000
EV000934,RESIDENT_00552,2026-05-14,Watsons,Health & Beauty,10,1000
EV002264,RESIDENT_01303,2026-05-19,Guardian,Health & Beauty,5,500
EV002033,RESIDENT_01173,2026-05-07,Cold Storage,Groceries,15,1500
EV000540,RESIDENT_00314,2026-04-09,Watsons,Health & Beauty,15,1500
EV000396,RESIDENT_00236,2026-05-31,Decathlon,Sports,10,1000
EV001370,RESIDENT_00802,2026-04-30,Decathlon,Sports,2,200
EV001347,RESIDENT_00790,2026-04-04,Cold Storage,Groceries,2,200
EV001550,RESIDENT_00894,2026-04-04,Kopitiam,Food & Beverage,10,1000
EV001404,RESIDENT_00817,2026-05-14,Kopitiam,Food & Beverage,5,500
EV001446,RESIDENT_00838,2026-05-09,NTUC FairPrice,Groceries,15,1500
EV001561,RESIDENT_00903,2026-05-31,Decathlon,Sports,2,200
EV001318,RESIDENT_00777,2026-05-14,Watsons,Health & Beauty,5,500
EV000925,RESIDENT_00546,2026-05-04,Decathlon,Sports,10,1000
EV001927,RESIDENT_01119,2026-05-04,Cold Storage,Groceries,5,500
EV001650,RESIDENT_00947,2026-04-18,Cold Storage,Groceries,10,1000
EV001925,RESIDENT_01118,2026-05-16,Kopitiam,Food & Beverage,10,1000
EV001670,RESIDENT_00956,2026-04-10,Guardian,Health & Beauty,5,500
EV001175,RESIDENT_00694,2026-06-07,Guardian,Health & Beauty,15,1500
EV000905,RESIDENT_00536,2026-05-23,Cold Storage,Groceries,10,1000
EV001755,RESIDENT_01009,2026-06-28,Decathlon,Sports,10,1000
EV001619,RESIDENT_00933,2026-05-21,Sheng Siong,Groceries,10,1000
EV000888,RESIDENT_00526,2026-06-14,Watsons,Health & Beauty,10,1000
EV000993,RESIDENT_00584,2026-05-29,NTUC FairPrice,Groceries,5,500
EV002289,RESIDENT_01316,2026-04-05,NTUC FairPrice,Groceries,10,1000
EV002122,RESIDENT_01227,2026-06-23,Kopitiam,Food & Beverage,15,1500
EV001973,RESIDENT_01144,2026-05-17,Decathlon,Sports,10,1000
EV000612,RESIDENT_00363,2026-06-28,Guardian,Health & Beauty,15,1500
EV000985,RESIDENT_00580,2026-04-21,Cold Storage,Groceries,10,1000
EV002092,RESIDENT_01209,2026-05-15,Guardian,Health & Beauty,5,500
EV002456,RESIDENT_01422,2026-06-25,Decathlon,Sports,2,200
EV000623,RESIDENT_00367,2026-06-19,Watsons,Health & Beauty,10,1000
EV001190,RESIDENT_00703,2026-04-18,Guardian,Health & Beauty,5,500
EV002478,RESIDENT_01441,2026-06-28,Cold Storage,Groceries,5,500
EV000670,RESIDENT_00393,2026-06-12,Watsons,Health & Beauty,15,1500
EV001106,RESIDENT_00657,2026-06-16,Guardian,Health & Beauty,10,1000
EV000899,RESIDENT_00533,2026-04-30,Watsons,Health & Beauty,5,500
EV001246,RESIDENT_00736,2026-06-01,Watsons,Health & Beauty,5,500
EV000494,RESIDENT_00289,2026-06-13,Sheng Siong,Groceries,15,1500
EV001697,RESIDENT_00970,2026-04-26,Kopitiam,Food & Beverage,10,1000
EV001111,RESIDENT_00659,2026-04-15,Sheng Siong,Groceries,5,500
EV000721,RESIDENT_00424,2026-06-01,Watsons,Health & Beauty,10,1000
EV001041,RESIDENT_00616,2026-05-22,Guardian,Health & Beauty,10,1000
EV001843,RESIDENT_01057,2026-04-26,NTUC FairPrice,Groceries,5,500
EV001325,RESIDENT_00778,2026-06-02,NTUC FairPrice,Groceries,15,1500
EV001358,RESIDENT_00795,2026-06-13,NTUC FairPrice,Groceries,5,500
EV002412,RESIDENT_01391,2026-05-24,Decathlon,Sports,10,1000
EV000446,RESIDENT_00264,2026-05-31,Watsons,Health & Beauty,10,1000
EV001636,RESIDENT_00939,2026-06-30,Sheng Siong,Groceries,10,1000
EV002073,RESIDENT_01196,2026-04-15,Kopitiam,Food & Beverage,10,1000
EV002260,RESIDENT_01300,2026-05-08,Guardian,Health & Beauty,15,1500
EV002349,RESIDENT_01358,2026-05-11,NTUC FairPrice,Groceries,15,1500
EV000902,RESIDENT_00533,2026-04-20,Guardian,Health & Beauty,10,1000
EV000875,RESIDENT_00521,2026-06-05,Cold Storage,Groceries,2,200
EV000347,RESIDENT_00202,2026-06-07,Cold Storage,Groceries,5,500
EV002130,RESIDENT_01233,2026-06-16,NTUC FairPrice,Groceries,2,200
EV001919,RESIDENT_01112,2026-05-01,Sheng Siong,Groceries,5,500
EV001354,RESIDENT_00794,2026-05-25,Cold Storage,Groceries,10,1000
EV001965,RESIDENT_01140,2026-06-04,Cold Storage,Groceries,10,1000
EV001844,RESIDENT_01058,2026-04-06,Kopitiam,Food & Beverage,5,500
EV001283,RESIDENT_00755,2026-04-26,Cold Storage,Groceries,5,500
EV000681,RESIDENT_00404,2026-04-28,Cold Storage,Groceries,2,200
EV000511,RESIDENT_00299,2026-06-28,Guardian,Health & Beauty,15,1500
EV002503,RESIDENT_01459,2026-06-25,Guardian,Health & Beauty,10,1000
EV002526,RESIDENT_01474,2026-05-02,Watsons,Health & Beauty,15,1500
EV001811,RESIDENT_01043,2026-04-05,Sheng Siong,Groceries,15,1500
EV001862,RESIDENT_01075,2026-06-27,NTUC FairPrice,Groceries,15,1500
EV001599,RESIDENT_00926,2026-06-28,Watsons,Health & Beauty,2,200
EV001073,RESIDENT_00634,2026-06-24,Watsons,Health & Beauty,5,500
EV001901,RESIDENT_01102,2026-04-04,Decathlon,Sports,15,1500
EV001848,RESIDENT_01059,2026-04-17,Guardian,Health & Beauty,10,1000
EV002489,RESIDENT_01447,2026-04-04,Kopitiam,Food & Beverage,10,1000
EV000125,RESIDENT_00075,2026-05-01,Sheng Siong,Groceries,5,500
EV001823,RESIDENT_01049,2026-04-05,Kopitiam,Food & Beverage,10,1000
EV002378,RESIDENT_01374,2026-04-06,Decathlon,Sports,5,500
EV000016,RESIDENT_00008,2026-04-14,Decathlon,Sports,10,1000
EV000140,RESIDENT_00081,2026-06-17,NTUC FairPrice,Groceries,5,500
EV000693,RESIDENT_00409,2026-06-20,Guardian,Health & Beauty,5,500
EV001658,RESIDENT_00950,2026-05-21,Kopitiam,Food & Beverage,2,200
EV001362,RESIDENT_00798,2026-04-28,Cold Storage,Groceries,5,500
EV001852,RESIDENT_01066,2026-06-24,Guardian,Health & Beauty,15,1500
EV000098,RESIDENT_00056,2026-06-10,Guardian,Health & Beauty,15,1500
EV001013,RESIDENT_00598,2026-05-28,NTUC FairPrice,Groceries,10,1000
EV001810,RESIDENT_01043,2026-04-17,Kopitiam,Food & Beverage,15,1500
EV001123,RESIDENT_00665,2026-06-30,Decathlon,Sports,15,1500
EV001733,RESIDENT_00988,2026-06-28,Cold Storage,Groceries,2,200
EV000281,RESIDENT_00161,2026-04-27,Cold Storage,Groceries,10,1000
EV001772,RESIDENT_01016,2026-05-10,Watsons,Health & Beauty,10,1000
EV000701,RESIDENT_00413,2026-05-23,NTUC FairPrice,Groceries,10,1000
EV001916,RESIDENT_01111,2026-04-19,Decathlon,Sports,5,500
EV001918,RESIDENT_01111,2026-05-11,Decathlon,Sports,10,1000
EV001939,RESIDENT_01126,2026-04-22,Kopitiam,Food & Beverage,10,1000
EV001962,RESIDENT_01139,2026-05-22,Guardian,Health & Beauty,5,500
EV000710,RESIDENT_00417,2026-06-11,Sheng Siong,Groceries,10,1000
EV002054,RESIDENT_01188,2026-04-25,Guardian,Health & Beauty,10,1000
EV000601,RESIDENT_00356,2026-05-28,Sheng Siong,Groceries,5,500
EV002333,RESIDENT_01342,2026-04-17,Kopitiam,Food & Beverage,10,1000
EV001525,RESIDENT_00882,2026-05-01,Cold Storage,Groceries,10,1000
EV000697,RESIDENT_00411,2026-06-01,Guardian,Health & Beauty,2,200
EV002536,RESIDENT_01481,2026-04-05,Kopitiam,Food & Beverage,10,1000
EV000926,RESIDENT_00547,2026-06-23,Cold Storage,Groceries,5,500
EV001713,RESIDENT_00977,2026-05-18,Kopitiam,Food & Beverage,10,1000
EV001509,RESIDENT_00876,2026-06-30,Watsons,Health & Beauty,2,200
EV000229,RESIDENT_00133,2026-06-01,Watsons,Health & Beauty,10,1000
EV000644,RESIDENT_00379,2026-04-07,Guardian,Health & Beauty,2,200
EV002389,RESIDENT_01382,2026-06-25,Cold Storage,Groceries,10,1000
EV000940,RESIDENT_00555,2026-05-16,Sheng Siong,Groceries,10,1000
EV000661,RESIDENT_00390,2026-04-06,Sheng Siong,Groceries,5,500
EV002193,RESIDENT_01265,2026-06-25,NTUC FairPrice,Groceries,5,500
EV001819,RESIDENT_01047,2026-06-29,Cold Storage,Groceries,10,1000
EV000290,RESIDENT_00166,2026-04-08,Guardian,Health & Beauty,10,1000
EV000841,RESIDENT_00494,2026-05-05,Kopitiam,Food & Beverage,5,500
EV001032,RESIDENT_00607,2026-04-16,NTUC FairPrice,Groceries,5,500
EV000276,RESIDENT_00159,2026-04-04,NTUC FairPrice,Groceries,5,500
EV000407,RESIDENT_00240,2026-06-03,NTUC FairPrice,Groceries,15,1500
EV000872,RESIDENT_00519,2026-05-18,Kopitiam,Food & Beverage,2,200
EV001909,RESIDENT_01107,2026-05-07,NTUC FairPrice,Groceries,10,1000
EV000248,RESIDENT_00146,2026-05-07,Sheng Siong,Groceries,5,500
EV000765,RESIDENT_00447,2026-05-02,Decathlon,Sports,10,1000
EV001463,RESIDENT_00850,2026-05-03,Cold Storage,Groceries,10,1000
EV001119,RESIDENT_00663,2026-05-20,Cold Storage,Groceries,10,1000
EV000533,RESIDENT_00310,2026-04-13,Sheng Siong,Groceries,5,500
EV001381,RESIDENT_00804,2026-04-23,Kopitiam,Food & Beverage,15,1500
EV002486,RESIDENT_01443,2026-04-14,NTUC FairPrice,Groceries,15,1500
EV000118,RESIDENT_00071,2026-05-08,NTUC FairPrice,Groceries,15,1500
EV001671,RESIDENT_00957,2026-06-16,Guardian,Health & Beauty,2,200
EV002322,RESIDENT_01336,2026-04-29,Decathlon,Sports,2,200
EV001883,RESIDENT_01090,2026-06-19,NTUC FairPrice,Groceries,2,200
EV001388,RESIDENT_00808,2026-05-16,NTUC FairPrice,Groceries,5,500
EV000641,RESIDENT_00378,2026-04-19,Sheng Siong,Groceries,15,1500
EV001913,RESIDENT_01109,2026-05-02,Sheng Siong,Groceries,10,1000
EV002172,RESIDENT_01257,2026-06-21,Sheng Siong,Groceries,10,1000
EV002511,RESIDENT_01465,2026-06-16,Watsons,Health & Beauty,10,1000
EV002132,RESIDENT_01235,2026-04-11,Kopitiam,Food & Beverage,10,1000
EV002282,RESIDENT_01312,2026-06-07,Sheng Siong,Groceries,2,200
EV000957,RESIDENT_00568,2026-06-12,Sheng Siong,Groceries,10,1000
EV001662,RESIDENT_00953,2026-05-23,NTUC FairPrice,Groceries,2,200
EV001511,RESIDENT_00876,2026-06-04,Cold Storage,Groceries,15,1500
EV001320,RESIDENT_00777,2026-04-18,Watsons,Health & Beauty,5,500
EV002253,RESIDENT_01295,2026-05-18,Kopitiam,Food & Beverage,15,1500
EV002230,RESIDENT_01285,2026-04-25,Decathlon,Sports,5,500
EV002371,RESIDENT_01371,2026-05-19,Guardian,Health & Beauty,10,1000
EV000803,RESIDENT_00467,2026-05-22,Sheng Siong,Groceries,5,500
EV000655,RESIDENT_00386,2026-05-19,Sheng Siong,Groceries,5,500
EV001893,RESIDENT_01095,2026-04-09,Sheng Siong,Groceries,2,200
EV000637,RESIDENT_00375,2026-05-13,Sheng Siong,Groceries,5,500
EV000411,RESIDENT_00241,2026-04-14,Kopitiam,Food & Beverage,15,1500
EV000019,RESIDENT_00011,2026-04-13,NTUC FairPrice,Groceries,5,500
EV002381,RESIDENT_01376,2026-05-06,Guardian,Health & Beauty,2,200
EV001614,RESIDENT_00931,2026-06-21,Cold Storage,Groceries,10,1000
EV000498,RESIDENT_00290,2026-05-16,Guardian,Health & Beauty,15,1500
EV002343,RESIDENT_01352,2026-06-14,Sheng Siong,Groceries,15,1500
EV001984,RESIDENT_01149,2026-06-08,Guardian,Health & Beauty,10,1000
EV002244,RESIDENT_01291,2026-05-17,Decathlon,Sports,10,1000
EV001878,RESIDENT_01085,2026-04-24,Kopitiam,Food & Beverage,5,500
EV001408,RESIDENT_00819,2026-05-06,Decathlon,Sports,2,200
EV002528,RESIDENT_01476,2026-04-20,Cold Storage,Groceries,15,1500
EV000403,RESIDENT_00239,2026-04-20,Guardian,Health & Beauty,2,200
EV001375,RESIDENT_00803,2026-06-26,Kopitiam,Food & Beverage,2,200
EV000528,RESIDENT_00309,2026-04-18,Kopitiam,Food & Beverage,10,1000
EV001372,RESIDENT_00802,2026-06-16,NTUC FairPrice,Groceries,10,1000
EV001635,RESIDENT_00938,2026-04-13,Sheng Siong,Groceries,2,200
EV002359,RESIDENT_01363,2026-05-17,NTUC FairPrice,Groceries,5,500
EV000444,RESIDENT_00263,2026-06-03,Cold Storage,Groceries,5,500
EV002071,RESIDENT_01196,2026-06-12,Guardian,Health & Beauty,15,1500
EV002519,RESIDENT_01469,2026-05-05,Watsons,Health & Beauty,10,1000
EV000242,RESIDENT_00142,2026-04-27,Guardian,Health & Beauty,5,500
EV001393,RESIDENT_00811,2026-05-17,Watsons,Health & Beauty,10,1000
EV000923,RESIDENT_00546,2026-04-01,Sheng Siong,Groceries,10,1000
EV001456,RESIDENT_00845,2026-06-29,Decathlon,Sports,15,1500
EV000011,RESIDENT_00005,2026-04-04,Sheng Siong,Groceries,10,1000
EV001306,RESIDENT_00770,2026-06-14,Kopitiam,Food & Beverage,10,1000
EV002015,RESIDENT_01163,2026-04-08,Guardian,Health & Beauty,5,500
EV001290,RESIDENT_00757,2026-05-19,Decathlon,Sports,10,1000
EV002404,RESIDENT_01388,2026-06-11,Cold Storage,Groceries,15,1500
EV000999,RESIDENT_00586,2026-05-07,Watsons,Health & Beauty,15,1500
EV001331,RESIDENT_00782,2026-05-15,Guardian,Health & Beauty,5,500
EV001356,RESIDENT_00795,2026-06-08,NTUC FairPrice,Groceries,2,200
EV002100,RESIDENT_01214,2026-06-18,Decathlon,Sports,2,200
EV002044,RESIDENT_01182,2026-05-10,NTUC FairPrice,Groceries,10,1000
EV001022,RESIDENT_00603,2026-06-30,NTUC FairPrice,Groceries,5,500
EV001029,RESIDENT_00606,2026-04-16,Decathlon,Sports,2,200
EV000590,RESIDENT_00346,2026-05-08,Sheng Siong,Groceries,15,1500
EV000012,RESIDENT_00006,2026-06-18,Kopitiam,Food & Beverage,10,1000
EV002123,RESIDENT_01227,2026-06-05,Watsons,Health & Beauty,15,1500
EV001592,RESIDENT_00923,2026-06-09,Sheng Siong,Groceries,5,500
EV001426,RESIDENT_00831,2026-05-07,Cold Storage,Groceries,10,1000
EV000062,RESIDENT_00030,2026-06-19,Sheng Siong,Groceries,10,1000
EV001578,RESIDENT_00913,2026-04-09,Sheng Siong,Groceries,5,500
EV001766,RESIDENT_01015,2026-04-28,Cold Storage,Groceries,5,500
EV000127,RESIDENT_00076,2026-05-02,Decathlon,Sports,10,1000
EV002247,RESIDENT_01292,2026-05-02,Guardian,Health & Beauty,5,500
EV001277,RESIDENT_00754,2026-05-12,Guardian,Health & Beauty,5,500
EV001826,RESIDENT_01049,2026-04-21,Sheng Siong,Groceries,5,500
EV002439,RESIDENT_01413,2026-05-29,Kopitiam,Food & Beverage,10,1000
EV001239,RESIDENT_00731,2026-06-16,Kopitiam,Food & Beverage,10,1000
EV000230,RESIDENT_00133,2026-05-18,Decathlon,Sports,5,500
EV001423,RESIDENT_00830,2026-04-01,Guardian,Health & Beauty,5,500
EV001777,RESIDENT_01021,2026-06-06,Kopitiam,Food & Beverage,2,200
EV001556,RESIDENT_00900,2026-05-31,NTUC FairPrice,Groceries,5,500
EV001365,RESIDENT_00799,2026-05-29,Decathlon,Sports,10,1000
EV000232,RESIDENT_00137,2026-06-14,Sheng Siong,Groceries,10,1000
EV000037,RESIDENT_00020,2026-04-23,Guardian,Health & Beauty,15,1500
EV000348,RESIDENT_00202,2026-06-23,Decathlon,Sports,15,1500
EV001048,RESIDENT_00619,2026-04-27,Guardian,Health & Beauty,5,500
EV001840,RESIDENT_01056,2026-05-17,Guardian,Health & Beauty,10,1000
EV002431,RESIDENT_01405,2026-06-11,NTUC FairPrice,Groceries,10,1000
EV000950,RESIDENT_00566,2026-04-04,Watsons,Health & Beauty,2,200
EV001894,RESIDENT_01095,2026-06-18,Guardian,Health & Beauty,10,1000
EV002529,RESIDENT_01476,2026-06-23,Decathlon,Sports,5,500
EV000335,RESIDENT_00198,2026-04-09,Decathlon,Sports,10,1000
EV002485,RESIDENT_01443,2026-06-18,Watsons,Health & Beauty,15,1500
EV000253,RESIDENT_00149,2026-04-17,Kopitiam,Food & Beverage,2,200
EV002050,RESIDENT_01187,2026-05-18,Cold Storage,Groceries,15,1500
EV000177,RESIDENT_00100,2026-04-12,NTUC FairPrice,Groceries,2,200
EV002042,RESIDENT_01180,2026-05-07,Kopitiam,Food & Beverage,5,500
EV001971,RESIDENT_01142,2026-04-21,Cold Storage,Groceries,10,1000
EV002315,RESIDENT_01331,2026-05-06,Watsons,Health & Beauty,10,1000
